mutation,org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testAddValuePrimitive()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testAddValueObject()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testAddAndGetValuePrimitive()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testAddAndGetValueObject()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testCompareTo()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testDecrement()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testDecrementAndGet()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testPrimitiveValues()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testEquals()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testGetAndAddValuePrimitive()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testGetAndAddValueObject()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testGetAndDecrement()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testGetAndIncrement()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testGetSet()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testHashCode()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testIncrement()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testIncrementAndGet()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testSubtractValuePrimitive()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testSubtractValueObject()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testToByte()],org.apache.commons.lang3.mutable.MutableByteTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableByteTest]/[method:testToString()]
85|Replaced integer addition with subtraction,KILLED,,,,,,,,,,,,,,,,,,,,
96|Replaced integer addition with subtraction,,KILLED,,,,,,,,,,,,,,,,,,,
108|Replaced integer addition with subtraction,,,KILLED,,,,,,,,,,,,,,,,,,
109|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::addAndGet,,,KILLED,,,,,,,,,,,,,,,,,,
122|Replaced integer addition with subtraction,,,,KILLED,,,,,,,,,,,,,,,,,
123|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::addAndGet,,,,KILLED,,,,,,,,,,,,,,,,,
134|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::byteValue,,,KILLED,,,,,,,,,,,,,,,,,,
145|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableByte::compareTo,,,,,KILLED,,,,,,,,,,,,,,,,
154|Replaced integer subtraction with addition,,,,,,KILLED,,,,,,,,,,,,,,,
165|Replaced integer subtraction with addition,,,,,,,KILLED,,,,,,,,,,,,,,
166|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::decrementAndGet,,,,,,,,,,,,,,,,,,,,,
176|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableByte::doubleValue,,,,,,,,KILLED,,,,,,,,,,,,,
189|negated conditional,,,,,,,,,KILLED,,,,,,,,,,,,
190|negated conditional,,,,,,,,,KILLED,,,,,,,,,,,,
192|replaced boolean return with true for org/apache/commons/lang3/mutable/MutableByte::equals,,,,,,,,,KILLED,,,,,,,,,,,,
202|replaced float return with 0.0f for org/apache/commons/lang3/mutable/MutableByte::floatValue,,,,,,,,KILLED,,,,,,,,,,,,,
215|Replaced integer addition with subtraction,,,,,,,,,,KILLED,,,,,,,,,,,
216|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::getAndAdd,,,,,,,,,,,,,,,,,,,,,
230|Replaced integer addition with subtraction,,,,,,,,,,,KILLED,,,,,,,,,,
231|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::getAndAdd,,,,,,,,,,,,,,,,,,,,,
243|Replaced integer subtraction with addition,,,,,,,,,,,,KILLED,,,,,,,,,
244|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::getAndDecrement,,,,,,,,,,,,KILLED,,,,,,,,,
256|Replaced integer addition with subtraction,,,,,,,,,,,,,KILLED,,,,,,,,
257|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::getAndIncrement,,,,,,,,,,,,,KILLED,,,,,,,,
267|replaced return value with null for org/apache/commons/lang3/mutable/MutableByte::getValue,,,,,,,,,,,,,,KILLED,,,,,,,
277|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableByte::hashCode,,,,,,,,,,,,,,,KILLED,,,,,,
286|Replaced integer addition with subtraction,,,,,,,,,,,,,,,,KILLED,,,,,
297|Replaced integer addition with subtraction,,,,,,,,,,,,,,,,,KILLED,,,,
298|replaced byte return with 0 for org/apache/commons/lang3/mutable/MutableByte::incrementAndGet,,,,,,,,,,,,,,,,,KILLED,,,,
308|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableByte::intValue,,,,,,,,,,,,,,,,,KILLED,,,,
