mutation,org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testAddValuePrimitive()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testAddValueObject()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testAddAndGetValuePrimitive()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testAddAndGetValueObject()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testCompareTo()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testDecrement()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testDecrementAndGet()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testEquals()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testPrimitiveValues()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testGetAndAddValuePrimitive()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testGetAndAddValueObject()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testGetAndDecrement()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testGetAndIncrement()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testGetSet()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testHashCode()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testIncrement()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testIncrementAndGet()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testSubtractValuePrimitive()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testSubtractValueObject()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testToDouble()],org.apache.commons.lang3.mutable.MutableDoubleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableDoubleTest]/[method:testToString()]
83|Replaced double addition with subtraction,KILLED,,,,,,,,,,,,,,,,,,,,
94|Replaced double addition with subtraction,,KILLED,,,,,,,,,,,,,,,,,,,
106|Replaced double addition with subtraction,,,KILLED,,,,,,,,,,,,,,,,,,
107|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::addAndGet,,,KILLED,,,,,,,,,,,,,,,,,,
120|Replaced double addition with subtraction,,,,KILLED,,,,,,,,,,,,,,,,,
121|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::addAndGet,,,,KILLED,,,,,,,,,,,,,,,,,
132|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableDouble::compareTo,,,,,KILLED,,,,,,,,,,,,,,,,
141|Replaced double subtraction with addition,,,,,,KILLED,,,,,,,,,,,,,,,
152|Replaced double subtraction with addition,,,,,,,KILLED,,,,,,,,,,,,,,
153|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::decrementAndGet,,,,,,,,,,,,,,,,,,,,,
163|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::doubleValue,,,KILLED,,,,,,,,,,,,,,,,,,
197|negated conditional,,,,,,,,KILLED,,,,,,,,,,,,,
198|negated conditional,,,,,,,,KILLED,,,,,,,,,,,,,
208|replaced float return with 0.0f for org/apache/commons/lang3/mutable/MutableDouble::floatValue,,,,,,,,,KILLED,,,,,,,,,,,,
221|Replaced double addition with subtraction,,,,,,,,,,KILLED,,,,,,,,,,,
222|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::getAndAdd,,,,,,,,,,KILLED,,,,,,,,,,,
236|Replaced double addition with subtraction,,,,,,,,,,,KILLED,,,,,,,,,,
237|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::getAndAdd,,,,,,,,,,,KILLED,,,,,,,,,,
249|Replaced double subtraction with addition,,,,,,,,,,,,KILLED,,,,,,,,,
250|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::getAndDecrement,,,,,,,,,,,,KILLED,,,,,,,,,
262|Replaced double addition with subtraction,,,,,,,,,,,,,KILLED,,,,,,,,
263|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::getAndIncrement,,,,,,,,,,,,,KILLED,,,,,,,,
273|replaced Double return value with 0 for org/apache/commons/lang3/mutable/MutableDouble::getValue,,,,,,,,,,,,,,KILLED,,,,,,,
284|Replaced Unsigned Shift Right with Shift Left,,,,,,,,,,,,,,,KILLED,,,,,,
293|Replaced double addition with subtraction,,,,,,,,,,,,,,,,KILLED,,,,,
304|Replaced double addition with subtraction,,,,,,,,,,,,,,,,,KILLED,,,,
305|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableDouble::incrementAndGet,,,,,,,,,,,,,,,,,KILLED,,,,
316|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableDouble::intValue,,,,,,,,,,,,,KILLED,,,,,,,,
325|replaced boolean return with true for org/apache/commons/lang3/mutable/MutableDouble::isInfinite,,,,,,,,,,,,,,,,,,,,,
334|replaced boolean return with true for org/apache/commons/lang3/mutable/MutableDouble::isNaN,,,,,,,,,,,,,,,,,,,,,
344|replaced long return with 0 for org/apache/commons/lang3/mutable/MutableDouble::longValue,,,,,,,,,,,,,KILLED,,,,,,,,
374|Replaced double subtraction with addition,,,,,,,,,,,,,,,,,,KILLED,,,
