mutation,org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testAddValuePrimitive()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testAddValueObject()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testAddAndGetValuePrimitive()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testAddAndGetValueObject()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testCompareTo()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testDecrement()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testDecrementAndGet()],org.apache.commons.lang3.ArrayUtilsRemoveMultipleTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.ArrayUtilsRemoveMultipleTest]/[method:testRemoveElementByteArray()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testPrimitiveValues()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testEquals()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testGetAndAddValuePrimitive()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testGetAndAddValueObject()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testGetAndDecrement()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testGetAndIncrement()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testGetSet()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testHashCode()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testIncrement()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testIncrementAndGet()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testSubtractValuePrimitive()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testSubtractValueObject()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testToInteger()],org.apache.commons.lang3.mutable.MutableIntTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.mutable.MutableIntTest]/[method:testToString()]
85|Replaced integer addition with subtraction,KILLED,,,,,,,,,,,,,,,,,,,,,
96|Replaced integer addition with subtraction,,KILLED,,,,,,,,,,,,,,,,,,,,
108|Replaced integer addition with subtraction,,,KILLED,,,,,,,,,,,,,,,,,,,
109|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::addAndGet,,,KILLED,,,,,,,,,,,,,,,,,,,
122|Replaced integer addition with subtraction,,,,KILLED,,,,,,,,,,,,,,,,,,
123|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::addAndGet,,,,KILLED,,,,,,,,,,,,,,,,,,
134|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::compareTo,,,,,KILLED,,,,,,,,,,,,,,,,,
143|Replaced integer subtraction with addition,,,,,,KILLED,,,,,,,,,,,,,,,,
154|Replaced integer subtraction with addition,,,,,,,KILLED,,,,,,,,,,,,,,,
155|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::decrementAndGet,,,,,,,,KILLED,,,,,,,,,,,,,,
165|replaced double return with 0.0d for org/apache/commons/lang3/mutable/MutableInt::doubleValue,,,,,,,,,KILLED,,,,,,,,,,,,,
178|negated conditional,,,,,,,,,,KILLED,,,,,,,,,,,,
179|negated conditional,,,,,,,,,,KILLED,,,,,,,,,,,,
181|replaced boolean return with true for org/apache/commons/lang3/mutable/MutableInt::equals,,,,,,,,,,KILLED,,,,,,,,,,,,
191|replaced float return with 0.0f for org/apache/commons/lang3/mutable/MutableInt::floatValue,,,,,,,,,KILLED,,,,,,,,,,,,,
204|Replaced integer addition with subtraction,,,,,,,,,,,KILLED,,,,,,,,,,,
205|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::getAndAdd,,,,,,,,,,,,,,,,,,,,,,
219|Replaced integer addition with subtraction,,,,,,,,,,,,KILLED,,,,,,,,,,
220|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::getAndAdd,,,,,,,,,,,,,,,,,,,,,,
232|Replaced integer subtraction with addition,,,,,,,,,,,,,KILLED,,,,,,,,,
233|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::getAndDecrement,,,,,,,,,,,,,KILLED,,,,,,,,,
245|Replaced integer addition with subtraction,,,,,,,,,,,,,,KILLED,,,,,,,,
246|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::getAndIncrement,,,,,,,,,,,,,,KILLED,,,,,,,,
256|replaced Integer return value with 0 for org/apache/commons/lang3/mutable/MutableInt::getValue,,,,,,,,,,,,,,,KILLED,,,,,,,
266|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::hashCode,,,,,,,,,,,,,,,,KILLED,,,,,,
275|Replaced integer addition with subtraction,,,,,,,,,,,,,,,,,KILLED,,,,,
286|Replaced integer addition with subtraction,,,,,,,,,,,,,,,,,,KILLED,,,,
287|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::incrementAndGet,,,,,,,,,,,,,,,,,,KILLED,,,,
298|replaced int return with 0 for org/apache/commons/lang3/mutable/MutableInt::intValue,,,KILLED,,,,,,,,,,,,,,,,,,,
308|replaced long return with 0 for org/apache/commons/lang3/mutable/MutableInt::longValue,,,,,,,,,,,,,,,,,,KILLED,,,,
338|Replaced integer subtraction with addition,,,,,,,,,,,,,,,,,,,KILLED,,,
349|Replaced integer subtraction with addition,,,,,,,,,,,,,,,,,,,,KILLED,,
