mutation,org.apache.commons.lang3.text.ExtendedMessageFormatTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.text.ExtendedMessageFormatTest]/[method:testEqualsHashcode()],org.apache.commons.lang3.text.ExtendedMessageFormatTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.text.ExtendedMessageFormatTest]/[method:testEscapedBraces_LANG_948()],org.apache.commons.lang3.text.ExtendedMessageFormatTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.text.ExtendedMessageFormatTest]/[method:testEmbeddedPatternInChoice()],org.apache.commons.lang3.text.ExtendedMessageFormatTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.text.ExtendedMessageFormatTest]/[method:testBuiltInNumberFormat()],org.apache.commons.lang3.text.ExtendedMessageFormatTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.text.ExtendedMessageFormatTest]/[method:testExtendedFormats()],none,org.apache.commons.lang3.text.ExtendedMessageFormatTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.text.ExtendedMessageFormatTest]/[method:testOverriddenBuiltinFormat()]
124|removed call to org/apache/commons/lang3/text/ExtendedMessageFormat::setLocale,KILLED,,,,,,
126|removed call to org/apache/commons/lang3/text/ExtendedMessageFormat::applyPattern,,KILLED,,,,,
155|negated conditional,,KILLED,,,,,
162|negated conditional,,KILLED,,,,,
163|negated conditional,,KILLED,,,,,
165|replaced return value with null for org/apache/commons/lang3/text/ExtendedMessageFormat::appendQuotedString,,,,,,,
166|Replaced integer subtraction with addition,,KILLED,,,,,
181|negated conditional,,,KILLED,,,,
182|removed call to java/text/MessageFormat::applyPattern,,,,KILLED,,,
193|changed conditional boundary,,KILLED,,,,,
199|Changed increment from 1 to -1,,KILLED,,,,,
200|removed call to org/apache/commons/lang3/text/ExtendedMessageFormat::seekNonWs,,,,,,,
204|removed call to org/apache/commons/lang3/text/ExtendedMessageFormat::seekNonWs,,,,,,,
207|negated conditional,,KILLED,,,,,
211|negated conditional,,,KILLED,,,,
216|negated conditional,,,,,KILLED,,
217|negated conditional,,KILLED,,,,,
218|removed call to org/apache/commons/lang3/Validate::isTrue,,,,,,,
219|negated conditional,,KILLED,,,,,
229|removed call to java/text/MessageFormat::applyPattern,,KILLED,,,,,
231|negated conditional,,,KILLED,,,,
237|negated conditional,,,KILLED,,,,
240|Changed increment from 1 to -1,,,KILLED,,,,
242|removed call to java/text/MessageFormat::setFormats,,,KILLED,,,,
252|negated conditional,,,KILLED,,,,
253|replaced boolean return with true for org/apache/commons/lang3/text/ExtendedMessageFormat::containsElements,,,,,,,
255|replaced boolean return with true for org/apache/commons/lang3/text/ExtendedMessageFormat::containsElements,,,,,,,
266|negated conditional,KILLED,,,,,,
267|replaced boolean return with false for org/apache/commons/lang3/text/ExtendedMessageFormat::equals,KILLED,,,,,,
269|negated conditional,KILLED,,,,,,
270|replaced boolean return with true for org/apache/commons/lang3/text/ExtendedMessageFormat::equals,,,,,,NO_COVERAGE,
272|negated conditional,KILLED,,,,,,
273|replaced boolean return with true for org/apache/commons/lang3/text/ExtendedMessageFormat::equals,KILLED,,,,,,
275|negated conditional,KILLED,,,,,,
276|replaced boolean return with true for org/apache/commons/lang3/text/ExtendedMessageFormat::equals,,,,,,NO_COVERAGE,
279|negated conditional,KILLED,,,,,,
280|replaced boolean return with true for org/apache/commons/lang3/text/ExtendedMessageFormat::equals,,,,,,NO_COVERAGE,
282|replaced boolean return with true for org/apache/commons/lang3/text/ExtendedMessageFormat::equals,,,,,,,
292|negated conditional,,,KILLED,,,,
296|negated conditional,,,KILLED,,,,
298|Replaced integer addition with subtraction,,,,,,,KILLED
301|negated conditional,,,KILLED,,,,
302|replaced return value with null for org/apache/commons/lang3/text/ExtendedMessageFormat::getFormat,,,KILLED,,,,
324|Replaced integer multiplication with division,,,,,,,
325|Replaced integer multiplication with division,KILLED,,,,,,
326|replaced int return with 0 for org/apache/commons/lang3/text/ExtendedMessageFormat::hashCode,KILLED,,,,,,
337|negated conditional,,,,,KILLED,,
"338|replaced return value with """" for org/apache/commons/lang3/text/ExtendedMessageFormat::insertFormats",,,,,,,
340|Replaced integer multiplication with division,,,,,,,
344|changed conditional boundary,,,KILLED,,,,
351|Changed increment from 1 to -1,,,,,KILLED,,
354|negated conditional,,,,,KILLED,,
355|Changed increment from 1 to -1,,,KILLED,,,,
357|negated conditional,,,,,KILLED,,
363|Changed increment from -1 to 1,,,,,KILLED,,
"370|replaced return value with """" for org/apache/commons/lang3/text/ExtendedMessageFormat::insertFormats",,,,,KILLED,,
380|Replaced integer addition with subtraction,,KILLED,,,,,
381|replaced return value with null for org/apache/commons/lang3/text/ExtendedMessageFormat::next,,KILLED,,,,,
393|removed call to org/apache/commons/lang3/text/ExtendedMessageFormat::seekNonWs,,,,,,,
396|negated conditional,,,KILLED,,,,
399|Changed increment from 1 to -1,,,KILLED,,,,
402|Changed increment from -1 to 1,,,KILLED,,,,
403|negated conditional,,,KILLED,,,,
"404|replaced return value with """" for org/apache/commons/lang3/text/ExtendedMessageFormat::parseFormatDescription",,,KILLED,,,,
408|removed call to org/apache/commons/lang3/text/ExtendedMessageFormat::getQuotedString,,,,,,NO_COVERAGE,
427|removed call to org/apache/commons/lang3/text/ExtendedMessageFormat::seekNonWs,,,,,,,
430|negated conditional,,KILLED,,,,,
432|negated conditional,,KILLED,,,,,
433|removed call to org/apache/commons/lang3/text/ExtendedMessageFormat::seekNonWs,,,,,,NO_COVERAGE,
435|negated conditional,,,,,,NO_COVERAGE,
440|negated conditional,,KILLED,,,,,
442|replaced int return with 0 for org/apache/commons/lang3/text/ExtendedMessageFormat::readArgumentIndex,,,KILLED,,,,
448|negated conditional,,KILLED,,,,,
451|negated conditional,,,,,,NO_COVERAGE,
471|Replaced integer addition with subtraction,,,,,,,
472|changed conditional boundary,,,,,,TIMED_OUT,
"526|replaced return value with """" for org/apache/commons/lang3/text/ExtendedMessageFormat::toPattern",,,,,KILLED,,
